Beispiel,Kennzeichen
Hochspannungskabel,WBB
Hochspannungsenergieleitobjekt mit Draht,WBC
Hochspannungsdraht,WBC
"Hochspannungsenergieleitobjekt durch ein Gehäuse, eine
Wand oder eine Barriere",WBD
Hochspannungsbuchse,WBD
Leitobjekt für elektrische Niederspannungsenergie,WD
Niederspannungsenergie-Leitobjekt,WD
Niederspannungsenergieleitobjekt mit Sammelschiene,WDA
Niederspannungssammelschiene,WDA
Niederspannungsenergieleitobjekt mit Kabel,WDB
Niederspannungskabel,WDB
Niederspannungsenergieleitobjekt mit Draht,WDC
Niederspannungsdraht,WDC
"Niederspannungsenergieleitobjekt durch ein Gehäuse, eine
Wand oder eine Barriere",WDD
Niederspannungsdurchführung,WDD
Leitobjekt für ein Referenzpotential,WE
Referenzpotential-Leitobjekt,WE
Referenzpotential-Leitobjekt für Erde mit Sammelschiene,WEA
Erdungsschiene,WEA
Referenzpotential-Leitobjekt für Erde mit Kabel,WEB
Erdungskabel,WEB
Referenzpotential-Leitobjekt mit Sammelschiene,WEC
Potentialausgleichsschiene,WEC
Referenzpotential-Leitobjekt mit Kabel,WED
Potentialausgleichskabel,WED
Leitobjekt für elektrische Signale,WG
Elektrisches Signalleitobjekt,WG
Elektrisches Signalleitobjekt zum Steuern und Messen,WGA
Steuerkabel,WGA
Elektrisches Signalleitobjekt zur Datenübertragung,WGB
Datenkabel,WGB
Datenbus,WGB
"Elektrisches Signalleitobjekt durch ein Gehäuse oder eine
Wand",WGC
Durchführung für elektrische Signale,WGC
Leitobjekt für Licht,WH
Lichtleitobjekt,WH
Lichtleitobjekt zur Signalübertragung,WHA
Faseroptisches Kabel,WHA
Lichtleitobjekt zur Lichtübertragung,WHB
Optische Lichtfaser,WHB
optischer Lichtleiter,WHB
 optischerWellenleiter,WHB
Lichtleitobjekt zur definierten Lichtbrechung,WHC
Linse,WHC
Lichtleitobjekt zur definierten Lichtreflexion,WHD
Spiegel,WHD
Lichtreflektor,WHD
Leitobjekt für Schall,WJ
Schallleitobjekt,WJ
Schallleitobjekt zur Reflexion,WJA
Schallreflektor,WJA
Leitobjekt von festen Stoffen in offener Umschließung,WL
Feststoff-Leitobjekt,WL
Feststoff-Leitobjekt zum Rollen,WLA
Rollentisch,WLA
Feststoff-Leitobjekt zum Rutschen,WLB
Rinne,WLB
geneigte Ebene,WLB
Rohrkettenförderer,WLB
Leitobjekt für Flüssigkeitsdurchfluss in offener Umschließung,WM
Leitobjekt in offener Umschließung,WM
Leitobjekt in offener Umschließung in einer Schicht,WMA
Drainageschicht,WMA
Versickerungsschicht,WMA
Belüftungsschicht,WMA
"Leitobjekt in offener Umschließung für Flüssigkeiten in einem
offenen Kanal",WMB
Abflussrinne,WMB
Regenrinne,WMB
 Regentraufe,WMB
Dachrinne,WMB
"Leitobjekt in offener Umschließung für Flüssigkeiten und mit
offener Oberfläche",WMC
Flüssigkeitsablassblech,WMC
"Leitobjekt in offener Umschließung für Flüssigkeiten zum
Schutz",WMD
Wassernase,WMD
"Leitobjekt in offener Umschließung für Flüssigkeiten und mit
Flüssigkeitsablassprofil",WME
Tropfrinne,WME
Leitobjekt in offener Umschließung mit perforierter Röhre,WMF
Ablassrohr,WMF
Versickerungsrohr,WMF
 Belüftungsrohr,WMF
Leitobjekt in offener Umschließung in einer Kammer,WMG
Versickerungskammer,WMG
Belüftungsschacht,WMG
 Radonschacht,WMG
Leitobjekt für Feststofffluss in geschlossener Umschließung,WP
"Leitobjekt in geschlossener
Umschließung",WP
"Leitobjekt in geschlossener Umschließung in runder, starrer
Form",WPA
Rohr,WPA
"Leitobjekt in geschlossener Umschließung in nicht runder,
starrer Form",WPB
Kanal,WPB
Schlot,WPB
Leitobjekt in geschlossener Umschließung in flexibler Form,WPC
Schlauch,WPC
Leitobjekt für mechanische Energie,WQ
"Objekt zum Leiten von mechanischer
Energie",WQ
Objekt zum Leiten von mechanischer Energie mit Rad,WQA
Antriebsachse,WQA
Achse,WQA
Objekt zum Leiten von mechanischer Energie mit Riemen,WQB
Antriebsriemen,WQB
bewegliche Leitung,WQB
 V-Riemen,WQB
Objekt zum Leiten von mechanischer Energie mit Kette,WQC
Antriebskette,WQC
Kette,WQC
Objekt zum Leiten von mechanischer Energie mit Gestänge,WQD
Antriebsgestänge,WQD
Objekt zum Leiten von mechanischer Energie mit Rad,WQE
Rad,WQE
Zahnrad,WQE
 Getrieberad,WQE
Objekt zum Leiten von mechanischer Energie mit Zahnstange,WQF
Zahnstange,WQF
"Objekt zum Leiten von mechanischer Energie mit
Flüssigkeitsverbindung",WQG
Hydraulikschlauch,WQG
Hydraulikrohr,WQG
 Pneumatikschlauch,WQG
Pneumatikrohr,WQG
Leitobjekt für gleisgebundene Objekte,WR
Gleisobjekt,WR
Gleisobjekt zur Erzeugung eines direkten Pfads,WRA
Schiene,WRA
Gleisbahn,WRA
Gleisobjekt zur Erzeugung einer Kreuzung,WRB
Gleisübergang,WRB
Leitobjekt für Wärmeenergie,WV
"Objekt zum Leiten von
Wärmeenergie",WV
Objekt zum Leiten von Wärmeenergie mit fester Masse,WVA
Wärmeleiter,WVA
Wärmesenke,WVA
"Objekt zum Leiten von Wärmeenergie mit statischer flüssiger
Masse",WVB
Wärmepaste,WVB
Leitobjekt mit mehreren Flussarten,WZ
Mehrfachfluss-Leitobjekt,WZ
"Mehrfachfluss-Leitobjekt für elektrische Energie, mechanische
Energie, elektrische Signale, optische Signale und/oder
Flüssigkeiten",WZA
Versorgungsleitungskabel,WZA
"Objekt zur Bereitstellung einer Schnittstelle zu einem anderen
Objekt",X
Schnittstellenobjekt,X
Schnittstellenobjekt für Hochspannungsstrom,XB
Hochspannungs-Verbindungsobjekt,XB
"Hochspannungs-Verbindungsobjekt für eine einzelne
Verbindung",XBA
Hochspannungsanschlusspunkt,XBA
Klemme,XBA
 Kabelkopf,XBA
Hochspannungskabelverbindung,XBA
Anschlussverteiler,XBA
Hochspannungs-Verbindungsobjekt für Steckverbindungen,XBB
Hochspannungsdose,XBB
Hochspannungsstecker,XBB
"Hochspannungs-Verbindungsobjekt für mehrere feste
Verbindungen",XBC
Hochspannungsklemmkasten,XBC
Schnittstellenobjekt für Niederspannungsstrom,XD
Niederspannungs-Verbindungsobjekt,XD
"Niederspannungs-Verbindungsobjekt für eine einzelne
Verbindung",XDA
Elektrische Anschlussklemme,XDA
Niederspannungskabelverbindung,XDA
Niederspannungsanschlusspunkt,XDA
Niederspannungs-Verbindungsobjekt für Steckverbindungen,XDB
Niederspannungssteckdose,XDB
Niederspannungsstecker,XDB
 Stecker,XDB
Dose,XDB
"Niederspannungs-Verbindungsobjekt für mehrere feste
Verbindungen",XDC
Anschlusskasten,XDC
"Niederspannungs-Verbindungsobjekt zur festen Verbindung
eines flexiblen Kabels für elektrische Geräte",XDD
Anschlussklemme,XDD
"Niederspannungs-Verbindungsobjekt für mehrere steckbare
elektrische Geräte",XDE
Stromverteiler,XDE
Schnittstellenobjekt für Erd- oder Bezugspotential,XE
Potentialverbindungsobjekt,XE
Potentialverbindungsobjekt zum Anschluss an PE-Leiter,XEA
PE-Klemme,XEA
Schutzleiteranschluss,XEA
Schutzerdungsleiteranschluss,XEA
Potentialverbindungsobjekt zum Anschluss an PB-Leiter,XEB
PB-Klemme,XEB
Schutzverbindungsklemme,XEB
Potentialverbindungsobjekt zum Anschluss an FE-Leiter,XEC
FE-Klemme,XEC
Funktionserdungsklemme,XEC
Potentialverbindungsobjekt zum Anschluss an FB-Leiter,XED
FB-Klemme,XED
Funktionspotentialklemme,XED
"Potentialverbindungsobjekt zur Erzeugung einer elektrischen
Masseverbindung",XEE
Masseelektrode,XEE
"Potentialverbindungsobjekt zum Verbinden von Blitzschlag mit
einen elektrischen Stromkreis",XEF
Kollektor,XEF
Schnittstellenobjekt für elektrische Signale,XG
Elektrisches Signalverbindungsobjekt,XG
"Elektrisches Signalverbindungsobjekt für einzelne
Steckverbindungen",XGA
Signaldose,XGA
"Elektrisches Signalverbindungsobjekt für eine einzelne
Verbindung",XGB
Klemme,XGB
"Elektrisches Signalverbindungsobjekt innerhalb von mehreren
Leitungen",XGC
Verbindungstafel,XGC
Schnittstellenobjekt für optische Fasern,XH
Lichtverbindungsobjekt,XH
Lichtverbindungsobjekt für Steckverbindungen,XHA
Feste Lichtfasersteckdose,XHA
optischer Stecker,XHA
 optischeSteckdose,XHA
"Schnittstellenobjekt zum Ansammeln und Weiterleiten in einen
Durchfluss",XK
Sammelschnittstellenobjekt,XK
Sammelschnittstellenobjekt für Abwasser,XKA
Waschbecken,XKA
Bidet,XKA
Sammelschnittstellenobjekt für Fäkalien und Urin,XKB
Toilette,XKB
WC,XKB
Sammelschnittstellenobjekt für ausschließlich Urin,XKC
Urinal,XKC
"Sammelschnittstellenobjekt für überschüssige Flüssigkeit aus
technischen Systemen",XKD
Tropfbecher,XKD
Sammelschnittstellenobjekt für überschüssiges Wasser,XKE
Bodenablauf,XKE
Schnittstellenobjekt für Materialfluss in versiegeltem Objekt,XM
"Versiegeltes
Durchflussverbindungsobjekt",XM
Versiegeltes Durchflussverbindungsobjekt in reversibler Form,XMA
Rohrflansch,XMA
Kammer,XMA
 Löschschlauchkupplung,XMA
Schlauchkupplung,XMA
Schlauchflansch,XMA
Schlauchanschlussstück,XMA
Rohrflansch,XMA
Versiegeltes Durchflussverbindungsobjekt in irreversibler Form,XMB
Rohranschlussstück,XMB
Klebeverbindung,XMB
Schlauchanschlussstück,XMB
Druckverbindung,XMB
Lötanschlussstück,XMB
"Schnittstellenobjekt für kontinuierliche Übertragung von
mechanischer Kraft",XN
Fest angeschlossener Koppler,XN
"Fest angeschlossener Koppler von Schäften mit zwei
Flanschen",XNA
Flanschverbindung,XNA
Fest angeschlossener Koppler von Schäften mit geteilter Hülse,XNB
Geteilte Muffenkupplung,XNB
Schalenkupplung,XNB
 Hülsenkupplung,XNB
"Fest angeschlossener Koppler zwischen parallelen Schäften mit
Zähnen und Nuten, die ineinandergreifen",XNC
Hirth-Koppler,XNC
Hirth-Kupplung,XNC
 Hirth-Gelenk,XNC
"Fest angeschlossener Koppler zum Übertragen von Leistung
von falsch ausgerichteten Schäften",XND
Kardangelenk,XND
flexible Kupplung,XND
 Hardy-Spicer-Gelenk,XND
 Hooke-Gelenk,XND
 U-Gelenk,XND
Universalkupplung,XND
"Fest angeschlossener Koppler zum Befestigen und Verbinden
von zwei beweglichen Objekten",XNE
Puffer-und-Ketten-Kupplung,XNE
"Fest angeschlossener Koppler zum Fixieren von zwei
beweglichen Objekten",XNF
Linien-und-Bolzenkupplung,XNF
"Schnittstellenobjekt für ununterbrochene Übertragung von
mechanischer Kraft",XP
Nicht fest angeschlossener Koppler,XP
"Nicht fest angeschlossener Koppler zur Leistungsübertragung
durch Reibungskräfte",XPA
Reibungskupplung,XPA
Fliehkraftkupplung,XPA
 hydraulischeKupplung,XPA
"Nicht fest angeschlossener Koppler zur Leistungsübertragung
durch Hydrodynamikeffekt",XPB
Flüssigkeitskupplung,XPB
"Nicht fest angeschlossener Koppler zur Leistungsübertragung
durch Verriegelungsmittel",XPC
Freilaufkupplung,XPC
Freilaufschaltung,XPC
"Nicht fest angeschlossener Koppler für Lasten unter
Verwendung von Magnetkraft",XPD
Magnethub,XPD
Magnetkopf-Hubvorrichtung,XPD
Schnittstellenobjekt zur Verbindung mehrerer Ebenen,XS
Ebenenverbindungsobjekt,XS
"Ebenenverbindungsobjekt in Form einer horizontalen Ebene,
die mit einem Treppenlauf verbunden ist",XSA
Treppenabsatz,XSA
Laufsteg,XSA
"Ebenenverbindungsobjekt in Form von aufeinanderfolgenden
Stufen",XSB
Treppenlauf,XSB
"Ebenenverbindungsobjekt in Form von aufeinanderfolgenden
Sprossen oder Balken",XSC
Leiter,XSC
Ebenenverbindungsobjekt in Form einer geneigten Ebene,XSD
Rampe,XSD
Ebenenverbindungsobjekt in Form einer vertikalen Stange,XSE
Feuerwehr-Rutschstange,XSE
Schnittstellenobjekt zum Verbinden von Räumen,XT
Raumverbindungsobjekt,XT
Raumverbindungsobjekt in Form einer Vertiefung,XTA
Loch,XTA
Öffnung,XTA
Raumverbindungsobjekt in Form eines Hohlraums,XTB
Schalung,XTB
Hohlraum,XTB
Schnittstellenobjekt mit mehreren Flussarten,XZ
Mehrfachfluss-Verbindungsobjekt,XZ
"Mehrfachfluss-Verbindungsobjekt für elektrische Energie,
elektrische Signale, optische Signale und/oder Flüssigkeiten",XZA
Mehrfachverbinder,XZA
"Raum zur Behausung von Menschen zum Ruhen, Entspannen, zur
Freizeitgestaltung und zum Warten",AA
Bewohnbarer Raum,AA
Bewohnbarer Raum zur persönlichen Nutzung,AAA
Raum,AAA
Schlafzimmer,AAA
 Kinderzimmer,AAA
 Hotelzimmer,AAA
 Lounge,AAA
Suite,AAA
Bewohnbarer Raum zur gemeinsamen Nutzung,AAB
Wohnraum,AAB
Balkon,AAB
 Pausenraum,AAB
 Klubraum,AAB
 Kaffeeraum,AAB
Esszimmer,AAB
 Wohnheim,AAB
 Wohnzimmer,AAB
 Spielzimmer,AAB
Wohnstube,AAB
 Raucherraum,AAB
 Terrasse,AAB
 Abteil,AAB
Bewohnbarer Raum zum Warten,AAC
Warteraum,AAC
Salon,AAC
 Sammelplatz,AAC
 Flugsteig,AAC
 Lounge,AAC
Empfangsraum,AAC
 Rückzugsraum,AAC
"Bewohnbarer Raum,vollständig oder teilweise in Außenbereichen und von
Gebäuden umschlossen",AAD
Hof,AAD
Vorhof,AAD
 Garten,AAD
 Veranda,AAD
 Innenhof,AAD
Raum zur Behausung von Menschen für persönliche Hygiene,AB
Persönlicher Hygieneraum,AB
Persönlicher Hygieneraum zum Waschen und Erleichtern,ABA
Badezimmer,ABA
Sanitärraum für körperlich behinderte Menschen,ABA
Damentoilette,ABA
 Sanitärraum,ABA
 Klo,ABA
 Herrentoilette,ABA
Toilette,ABA
 Urinal,ABA
 WC,ABA
Persönlicher Hygieneraum zum Erleichtern,ABB
Toilette,ABB
Bad,ABB
 Sanitärraum für körperliche behinderteMenschen,ABB
 Damentoilette,ABB
 Herrentoilette,ABB
 Sanitärraum,ABB
Klo,ABB
 Toilette,ABB
 Urinal,ABB
 Waschzimmer,ABB
 WC,ABB
Persönlicher Hygieneraum für die Körperpflege von Babys,ABC
Babywickelraum,ABC
Babywickelbereich,ABC
 Babyankleidebereich,ABC
Windelwechselraum,ABC
Persönlicher Hygieneraum zum Wechseln von Kleidung,ABD
Umkleideraum,ABD
Herrenumkleideraum,ABD
 Krankenhaus,ABD
Damenumkleideraum,ABD
 Umkleidekabine,ABD
 Arbeitsbereich,ABD
"Persönlicher Hygieneraum, in dem sich Menschen waschen können",ABE
Dusche,ABE
Umkleideraum,ABE
 Bad,ABE
 Umkleidekabine,ABE
 Duschnische,ABE
Persönlicher Hygieneraum zum Schwitzen,ABF
Sauna,ABF
Saunaraum,ABF
 Dampfraum,ABF
 Türkisches Bad,ABF
Raum zur Behausung von Menschen zur Isolation von Personen,AC
Isolationsraum,AC
"Isolationsraum zum Schützen von Personen vor gefährlichen oder riskanten
Situationen",ACA
Unterstand,ACA
Luftschutzbunker,ACA
 Schutzhütte,ACA
 Bunker,ACA
Dekompressionskammer,ACA
 Erdbebenschutzraum,ACA
Isolierstation,ACA
 medizinische Isolationseinheit,ACA
Panikraum,ACA
 Sicherheitszimmer,ACA
 Wetterhütte,ACA
Isolationsraum zum Auseinanderhalten mehrerer Personen,ACB
Zelle,ACB
Isolationszelle,ACB
 Gummizelle,ACB
 Gefängniszelle,ACB
Hochsicherheitszelle,ACB
"Raum für Aktivitäten von Menschen zum Erzeugen eines nicht materiellen
Ergebnisses",BA
Arbeitsraum,BA
"Arbeitsraum zum Erstellen, Verarbeiten und Interpretieren von Informationen",BAA
Büro,BAA
Ticketkasse,BAA
 Call-Center,BAA
 Zellenbüro,BAA
 Wachraum,BAA
Informationsstand,BAA
 Geschäftsführerbüro,BAA
Großraumbüro,BAA
 Verkaufsbüro,BAA
 Einzelbüro,BAA
Ticketschalter,BAA
Arbeitsraum für Zusammenkünfte,BAB
Meetingraum,BAB
Sitzungssaal,BAB
 Konferenzraum,BAB
 Wahlkreisbüro,BAB
Beratungszimmer,BAB
 Ratssaal,BAB
 Gerichtssaal,BAB
Verhörzimmer,BAB
 Befragungszimmer,BAB
 Konferenzzimmer,BAB
Stadtprojektzimmer,BAB
 Gewerkschaftszimmer,BAB
Zeugenraum,BAB
Arbeitsraum zum Empfang von Gästen und Gütern,BAC
Rezeption,BAC
Schalter,BAC
 Informationsschalter,BAC
 Kundenservicebereich,BAC
Hotelrezeption,BAC
Arbeitsraum zum Verkauf von Gütern und Dienstleistungen,BAD
Verkaufsbereich,BAD
Auktionsgalerie,BAD
 Bar,BAD
 Schönheitssalon,BAD
 Ticketschalter,BAD
Zweigstelle,BAD
 Hundestylingraum,BAD
 Ladentheke,BAD
Friseursalon,BAD
 Kiosk,BAD
 Verkaufsbereich,BAD
 Salon,BAD
 Laden,BAD
Solarium,BAD
 Ticketverkaufsraum,BAD
Arbeitsraum zum Übermitteln von Wissen und Kompetenzen,BAE
Lehrraum,BAE
Auditorium,BAE
 Klassenzimmer,BAE
 Kreativwerkstatt,BAE
Sprachlabor,BAE
 Vorlesungssaal,BAE
 Vorlesungsraum,BAE
Musikraum,BAE
 Mediathek,BAE
 Wissenschaftsraum,BAE
 Simulator,BAE
Sporthalle,BAE
 Studio,BAE
 Übungslabor,BAE
Arbeitsraum zum Lesen,BAF
Lernzimmer,BAF
Bibliothek,BAF
 Ruheraum,BAF
 Lesezimmer,BAF
 Lernzimmer,BAF
Referenzraum,BAF
Arbeitsplatz zum Waschen von Kleidung und Leinen,BAG
Waschraum,BAG
Waschsalon,BAG
 Wäscherei,BAG
 Waschküche,BAG
Hauswirtschaftsraum,BAG
 Waschhaus,BAG
"Arbeitsraum zur medizinischen Versorgung und anderen Behandlung und Pflege
von Personen",BAH
Behandlungsraum,BAH
Aphereseraum,BAH
 Chemotherapieraum,BAH
 Dialyseraum,BAH
Elektrokardiogrammzimmer (EKG-Zimmer),BAH
Elektrokonvulsionszimmer,BAH
 Erste-Hilfe-Zimmer,BAH
Inkubatorraum,BAH
 Ergotherapieraum,BAH
 Operationsraum,BAH
Massageraum,BAH
 Kreißsaal,BAH
 Physiotherapieraum,BAH
Nachbehandlungsraum,BAH
 vorstationärerBehandlungsraum,BAH
 Druckkammer,BAH
Vorbehandlungsraum,BAH
 Behandlungsraum,BAH
 Testraum,BAH
Therapieraum,BAH
 Schockraum,BAH
Arbeitsraum für Diagnosen,BAJ
Untersuchungsraum,BAJ
Elektrokardiogrammzimmer (EKG-Zimmer),BAJ
Elektrokonvulsionszimmer,BAJ
 Erste-Hilfe-Zimmer,BAJ
Kreißsaal,BAJ
 Operationsraum,BAJ
 vorstationärerBehandlungsraum,BAJ
 Behandlungsraum,BAJ
 Testraum,BAJ
Schockraum,BAJ
 Triageraum,BAJ
Arbeitsraum zur Überwachung von Personen,BAK
Überwachungsraum,BAK
Intensivstation,BAK
 Inkubationsraum,BAK
 Quarantänezimmer,BAK
Druckkammer,BAK
 Erholungszimmer,BAK
"Arbeitsraum zur Beobachtung von Prozessen und Personen in angrenzenden
Räumen",BAL
Beobachtungsraum,BAL
Durchführungsraum,BAL
 Experimentierraum,BAL
 Galerie,BAL
Verhörzimmer,BAL
 Pförtnerhaus,BAL
 Marktforschungszimmer,BAL
Bedienpult,BAL
 Sicherheitsüberwachungsplattform inöffentlichen Bereichen,BAL
 technische Galerie,BAL
Arbeitsraum zum Aufnehmen und Bearbeiten von Medien,BAM
Medienwerkstatt,BAM
Schnittraum,BAM
 Dunkelkammer,BAM
 Zeichenbüro,BAM
Bearbeitungsraum,BAM
 Filmstudio,BAM
 Druckraum,BAM
Aufnahmestudio,BAM
 Tonstudio,BAM
Raum für Aktivitäten von Menschen zum Erzeugen eines materiellen Ergebnisses,BB
Produktionsraum,BB
Produktionsraum zum Arbeiten mit Lebensmitteln,BBA
Küche,BBA
Bäckerei,BBA
 Kantine,BBA
 Lebensmittelvorbereitungsbereich,BBA
Küchenzeile,BBA
 Gebäckküche,BBA
 professionelle Küche,BBA
Spülküche,BBA
 Teeküche,BBA
Produktionsraum zum Arbeiten mit Materialien,BBB
Materialwerkstatt,BBB
Schneidwerkstatt,BBB
 Schmiedewerkstatt,BBB
Lackierwerkstatt,BBB
 Metallwerkstatt,BBB
 Studio,BBB
Holzbearbeitungsraum,BBB
 Werkstatt,BBB
Produktionsraum zum Arbeiten mit Maschinen und Geräten,BBC
Maschinenwerkstatt,BBC
Autowerkstatt,BBC
 IT-Werkstatt,BBC
 Mechanikerwerkstatt,BBC
Prägewerkstatt,BBC
 Werkstatt,BBC
Produktionsraum zum Arbeiten an Kunst und Handwerk,BBD
Studio,BBD
Keramikwerkstatt,BBD
 Schneiderarbeitszimmer,BBD
Glaswerkstatt,BBD
 Töpferei,BBD
 Produktionshalle,BBD
Produktionsraum zum Sortieren und Verpacken von Objekten,BBE
Verpackungsraum,BBE
Postraum,BBE
 Medizinraum,BBE
 Verpackungszimmer,BBE
Sortierbüro,BBE
 Lagerhaus,BBE
 Abstellraum,BBE
 Lagerhalle,BBE
Raum für Aktivitäten von Menschen zum Durchführen von Analysen und Tests,BC
Labor,BC
Labor zur technischen Analyse,BCA
Technisches Labor,BCA
Akustiktestlabor,BCA
 chemisches Labor,BCA
 Optiklabor,BCA
Radiographielabor,BCA
 wissenschaftlicher Testraum,BCA
Klanglabor,BCA
 Wiegeraum,BCA
Labor zum Untersuchen von Materialien,BCB
Materiallabor,BCB
Bauphysiklabor,BCB
 Crashtestbereich,BCB
Brandprüfungsbereich,BCB
 Polymerlabor,BCB
Wellensimulationstankraum,BCB
 Windtunnel,BCB
Labor zur biologischen Analyse,BCC
Biologielabor,BCC
Fermentationslabor,BCC
 Lebensmittellabor,BCC
 medizinischesLabor,BCC
 Viruslabor,BCC
Raum für Aktivitäten von Menschen für z. B. sportliche oder kulturelle Aktivitäten,BD
Übungsraum,BD
Übungsraum für sportliche Aktivitäten,BDA
Turnhalle,BDA
Sporteinrichtung,BDA
 Ballspielhalle,BDA
 Eislaufhalle,BDA
 Eishalle,BDA
Eissporthalle,BDA
 Schwimmbad,BDA
 Pool (innen),BDA
"Übungsraum zum Trainieren von Kraft, Kondition und Balance",BDB
Trainingsraum,BDB
Fitnesszentrum,BDB
 Fitnessraum,BDB
 Fitnessstudio,BDB
Gewichtsraum,BDB
Übungsraum zum Üben von künstlerischen Fähigkeiten,BDC
Proberaum,BDC
Ballettproberaum,BDC
 Musikproberaum,BDC
 Probebühne,BDC
Übungsraum zum Ausüben künstlerischer Aktivitäten,BDD
Bühne,BDD
Orchestergraben,BDD
 Probebühne,BDD
 Studio,BDD
Übungsraum für Kinder,BDE
Spielzimmer,BDE
Kinderspielzimmer,BDE
 Spielwiese,BDE
"Raum für Aktivitäten von Menschen für die Zusammenkunft von vielen
Menschen/Personen",BE
Zusammenkunftsraum,BE
Zusammenkunftsraum zum Konsum von Lebensmitteln,BEA
Speiseraum,BEA
Café,BEA
 Kantine,BEA
 Gemeinschaftsraum,BEA
 Speiselokal,BEA
Speisezimmer,BEA
 Langar,BEA
 Messe,BEA
 Restaurant,BEA
Zusammenkunftsraum für gesellschaftliche Ereignisse,BEB
Halle,BEB
Ballsaal,BEB
 Städtekammer,BEB
 Klubhaus,BEB
Gemeinschaftszentrum,BEB
 Versammlungszimmer,BEB
 Loge,BEB
Lounge,BEB
 Freimaurerloge,BEB
 Veranstaltungssaal,BEB
Konzerthalle,BEB
 Dorfhalle,BEB
Zusammenkunftsraum zum Ausstellen von Objekten,BEC
Galerie,BEC
Kunstgalerie,BEC
 Präsentierraum,BEC
Zusammenkunftsraum für religiöse Aktivitäten,BED
Religionsausübungsraum,BED
buddhistischer Schreinraum,BED
 Kapelle,BED
 Kirchenraum,BED
Darbar Sahib,BED
 Musalla,BED
 Gebetsraum,BED
Religionsausübungsraum,BED
Lagerraum für Ressourcen,CA
Materiallagerraum,CA
Materiallagerraum für weggeworfene und zurückgeführte Materialien oder Objekte,CAA
Abfalllagerraum,CAA
Abfallbehälterraum,CAA
 Behälterlagerung,CAA
 Abfallbereich,CAA
Recyclingbereich,CAA
 Müllraum,CAA
 Abfallraum,CAA
Abfallentsorgungsraum,CAA
Materiallagerungsraum für Chemikalien,CAB
Chemikalienlagerraum,CAB
Chemikalienentsorgungsbereich,CAB
Explosivmateriallagerungsraum,CAB
Materiallagerungsraum für Medizin,CAC
Medizinlagerraum,CAC
Blutlager,CAC
 Apotheke,CAC
 Medizinschrank,CAC
 Drogerie,CAC
Materiallagerraum für physikalische Dokumente und Medien,CAD
Archivbereich,CAD
Dokumentenarchiv,CAD
 Zeichnungsarchiv,CAD
 Journalarchiv,CAD
Bibliothek,CAD
 Aufzeichnungsarchiv,CAD
Materiallagerungsraum für Flüssigkeiten,CAE
Flüssigkeitslagerbereich,CAE
Ölreservoir,CAE
 Fettreservoir,CAE
 Kraftstofftank,CAE
Flüssigkeitenschrank,CAE
 Sicherheitskanister,CAE
Wasserwanne,CAE
 Wasserbecken,CAE
 Wasserreservoir,CAE
Materiallagerraum für Gebrauchsgegenstände in Produktionsprozessen,CAF
Rohstofflagerraum,CAF
Erdlager,CAF
 Schrank zur Lagerung brennbarer Stoffe,CAF
Papierdepot,CAF
 Salzlager,CAF
 Sandlager,CAF
Materiallagerraum für Lebensmittel und Getränke,CAG
Lebensmittellagerraum,CAG
Bierkeller,CAG
 Kaltlager,CAG
 Trockenwarenlager,CAG
Getreidelager,CAG
 Warmlager,CAG
 Speisekammer,CAG
 Spülküche,CAG
Silo,CAG
 Weinkeller,CAG
Materiallagerungsraum für wertvolle Objekte,CAH
Sicherheitslagerraum,CAH
Bank,CAH
 Nachttresor,CAH
 Tresor,CAH
 Safe,CAH
 Vitrine,CAH
 Tresorraum,CAH
Materiallagerraum für Materialien zur Verpackung,CAJ
Verpackungslagerraum,CAJ
Abstellraum,CAJ
 Verpackungsdepot,CAJ
"Materiallagerraum für Bekleidung, Schuhe und Leinen",CAK
Bekleidungslagerraum,CAK
automatischer Kleiderschrank,CAK
 Schrank,CAK
Trockenboden,CAK
 Trockenraum,CAK
 Waschraum,CAK
Leinenlager,CAK
 Leinenlagerraum,CAK
 Theatergarderobe,CAK
begehbarer Kleiderschrank,CAK
 Kleiderschrank,CAK
Materiallagerungsraum für Baumaterialien,CAL
Baumaterialienlagerraum,CAL
Elektrolager,CAL
 Heizungs-,CAL
 Wasser- und Sanitärlager,CAL
Holzlager,CAL
 Steinlager,CAL
 Bauholzlager,CAL
Materiallagerraum für explosive Materialien,CAM
Explosivmateriallager,CAM
Munitionsbunker,CAM
 Munitionskammer,CAM
 Munitionsdepot,CAM
Dynamitraum,CAM
 Feuerwerkskörperraum,CAM
"Materiallagerraum für Produkte, Güter und Fracht",CAN
Lagerraum,CAN
Frachtspeicher,CAN
 Güterspeicher,CAN
Lagerraum für bewegliche technische Ausrüstung,CB
Ausrüstungslagerraum,CB
Ausrüstungslagerraum für Objekte zum Einrichten (von Räumen),CBA
Möbellagerraum,CBA
Hinterbühne,CBA
 Kellerraum,CBA
 Verwahrungsort,CBA
 Dachboden,CBA
Dachlagerraum,CBA
 Seitenbühne,CBA
 Lagerschranklagerhalle,CBA
Materiallagerungsraum für Werkzeuge,CBB
Werkzeuglagerraum,CBB
Reinigungsschrank,CBB
 Geräteraum,CBB
 Autowerkstatt,CBB
Gartenhütte,CBB
 Hobbyschuppen,CBB
 Geräteschuppen,CBB
Waffenlager,CBB
 Werkstätte,CBB
Materiallagerungsraum für technische Instrumente,CBC
Instrumentenlagerraum,CBC
Flugzeuggerätelager,CBC
